fid0,Region_Cod,Region_Nam,Dist_Cod,Dist_Nam,Ward_Cod,Ward_Nam,Village_Co,Village_Na
1884,"04",Tanga,"01",Lushoto,"331",Kilole,"02",Makole
1885,"04",Tanga,"01",Lushoto,"331",Kilole,"03",Mbelei
1886,"04",Tanga,"01",Lushoto,"341",Kwekanga,"01",Kwekanga
1887,"04",Tanga,"01",Lushoto,"341",Kwekanga,"02",Mziragembei
1888,"04",Tanga,"01",Lushoto,"341",Kwekanga,"03",Bombo-Kamghoboro
1889,"04",Tanga,"01",Lushoto,"341",Kwekanga,"04",Mategho
1890,"04",Tanga,"01",Lushoto,"341",Kwekanga,"05",Mshangai
1891,"04",Tanga,"01",Lushoto,"341",Kwekanga,"06",Kigumbe
1892,"04",Tanga,"01",Lushoto,"341",Kwekanga,"06",Mziragembei
1893,"04",Tanga,"01",Lushoto,"351",Lukozi,"01",Lukozi
1894,"04",Tanga,"01",Lushoto,"351",Lukozi,"02",Kinko
1895,"04",Tanga,"01",Lushoto,"351",Lukozi,"03",Nkundei
1896,"04",Tanga,"01",Lushoto,"351",Lukozi,"04",Ndabwa
1897,"04",Tanga,"01",Lushoto,"351",Lukozi,"05",Mgwashi
1898,"04",Tanga,"01",Lushoto,"361",Manolo,"01",Mkunki
1899,"04",Tanga,"01",Lushoto,"361",Manolo,"02",Hemboye
1900,"04",Tanga,"01",Lushoto,"361",Manolo,"03",Shume- Nywelo
1901,"04",Tanga,"01",Lushoto,"361",Manolo,"04",Manolo
1902,"04",Tanga,"01",Lushoto,"361",Manolo,"05",Madala
1903,"04",Tanga,"01",Lushoto,"361",Manolo,"06",Mlifu
1904,"04",Tanga,"01",Lushoto,"371","Dule ""M""","01",Dule
1905,"04",Tanga,"01",Lushoto,"371","Dule ""M""","02",Handei
1906,"04",Tanga,"01",Lushoto,"371","Dule ""M""","04",Mlesa
1907,"04",Tanga,"01",Lushoto,"371","Dule ""M""","05",Dule Juu
1908,"04",Tanga,"01",Lushoto,"383",Kwemshasha,"01",Mhelo
1909,"04",Tanga,"01",Lushoto,"383",Kwemshasha,"02",Kifulio
1910,"04",Tanga,"01",Lushoto,"383",Kwemshasha,"03",Nyasa
1911,"04",Tanga,"01",Lushoto,"383",Kwemshasha,"04",Kwezindo
1912,"04",Tanga,"01",Lushoto,"383",Kwemshasha,"05",Kibandai
1913,"04",Tanga,"01",Lushoto,"391",Nkongoi,"01",Masumbi
1914,"04",Tanga,"01",Lushoto,"391",Nkongoi,"02",Turiani
1915,"04",Tanga,"01",Lushoto,"391",Nkongoi,"03",Nkongoi
1916,"04",Tanga,"01",Lushoto,"391",Nkongoi,"04",Mhanko
1917,"04",Tanga,"01",Lushoto,"401","Dule ""B""","01",Dule
1918,"04",Tanga,"01",Lushoto,"401","Dule ""B""","02",Mtunda
1919,"04",Tanga,"01",Lushoto,"401","Dule ""B""","03",Mpalai
1920,"04",Tanga,"01",Lushoto,"401","Dule ""B""","04",Kilangwi
1921,"04",Tanga,"01",Lushoto,"401","Dule ""B""","05",Wena
1922,"04",Tanga,"01",Lushoto,"401","Dule ""B""","06",Kwehangala
1923,"04",Tanga,"01",Lushoto,"411",Maheza ngulu,"01",Mahezangulu
1924,"04",Tanga,"01",Lushoto,"411",Maheza ngulu,"02",Kwemakonko
1925,"04",Tanga,"01",Lushoto,"411",Maheza ngulu,"03",Msamaka
1926,"04",Tanga,"01",Lushoto,"411",Maheza ngulu,"04",Turiani
1927,"04",Tanga,"01",Lushoto,"411",Maheza ngulu,"05",Mkalie
1928,"04",Tanga,"01",Lushoto,"421",Usambara,"01",Kwamzuza
1929,"04",Tanga,"01",Lushoto,"421",Usambara,"02",Kivilicha
1930,"04",Tanga,"01",Lushoto,"421",Usambara,"03",Kwampunda
1931,"04",Tanga,"01",Lushoto,"421",Usambara,"04",Kivilicha
1932,"04",Tanga,"01",Lushoto,"421",Usambara,"04",Kwendoghoi
1933,"04",Tanga,"01",Lushoto,"431",Ngulwi,"01",Ngulwi
1934,"04",Tanga,"01",Lushoto,"431",Ngulwi,"02",Bombo
1935,"04",Tanga,"01",Lushoto,"431",Ngulwi,"03",Chumbageni
1936,"04",Tanga,"01",Lushoto,"441",Kwemashai,"01",Kwemashai
1937,"04",Tanga,"01",Lushoto,"441",Kwemashai,"02",Ngulu
1938,"04",Tanga,"01",Lushoto,"441",Kwemashai,"03",Kilangwi
1939,"04",Tanga,"01",Lushoto,"441",Kwemashai,"04",Mshizii
1940,"04",Tanga,"02",Korogwe,"011",Mashewa,"01",Kalalani
1941,"04",Tanga,"02",Korogwe,"011",Mashewa,"02",Mtoni Bombo
1942,"04",Tanga,"02",Korogwe,"011",Mashewa,"03",Mashewa
1943,"04",Tanga,"02",Korogwe,"011",Mashewa,"04",Kijungu Moto
1944,"04",Tanga,"02",Korogwe,"011",Mashewa,"05",Kwetonge
1945,"04",Tanga,"02",Korogwe,"011",Mashewa,"06",Kulasi Kibaoni
1946,"04",Tanga,"02",Korogwe,"021",Kizara,"01",Foroforo Kiuzai
1947,"04",Tanga,"02",Korogwe,"021",Kizara,"02",Mangunga Mziya
1948,"04",Tanga,"02",Korogwe,"021",Kizara,"03",Bombo Majimoto
1949,"04",Tanga,"02",Korogwe,"021",Kizara,"04",Kilangangua
1950,"04",Tanga,"02",Korogwe,"021",Kizara,"05",Kwemkole
1951,"04",Tanga,"02",Korogwe,"021",Kizara,"06",Kizara
1952,"04",Tanga,"02",Korogwe,"021",Kizara,"07",Kwenkeyu
1953,"04",Tanga,"02",Korogwe,"031",Magoma,"01",Makangara
1954,"04",Tanga,"02",Korogwe,"031",Magoma,"02",Mkwajuni
1955,"04",Tanga,"02",Korogwe,"031",Magoma,"03",Kijango
1956,"04",Tanga,"02",Korogwe,"031",Magoma,"04",Makorora
1957,"04",Tanga,"02",Korogwe,"031",Magoma,"05",Kwemazandu
1958,"04",Tanga,"02",Korogwe,"041",Kerenge,"01",Gombero
1959,"04",Tanga,"02",Korogwe,"041",Kerenge,"02",Kitivo
1960,"04",Tanga,"02",Korogwe,"041",Kerenge,"03",Makumba
1961,"04",Tanga,"02",Korogwe,"041",Kerenge,"04",Mapangoni
1962,"04",Tanga,"02",Korogwe,"041",Kerenge,"05",Makaburini
1963,"04",Tanga,"02",Korogwe,"041",Kerenge,"06",Vingo
1964,"04",Tanga,"02",Korogwe,"041",Kerenge,"07",Kerenge Kibaoni
1965,"04",Tanga,"02",Korogwe,"051",Kwagunda,"01",Mng'aza
1966,"04",Tanga,"02",Korogwe,"051",Kwagunda,"02",Mkokola
1967,"04",Tanga,"02",Korogwe,"051",Kwagunda,"03",Ubiri
1968,"04",Tanga,"02",Korogwe,"051",Kwagunda,"04",Kwagunda
1969,"04",Tanga,"02",Korogwe,"051",Kwagunda,"05",Gereza
1970,"04",Tanga,"02",Korogwe,"051",Kwagunda,"06",Magunga
1971,"04",Tanga,"02",Korogwe,"063",Mnyuzi,"01",Mkwakwani
1972,"04",Tanga,"02",Korogwe,"063",Mnyuzi,"02",Kwamziwanda
1973,"04",Tanga,"02",Korogwe,"063",Mnyuzi,"03",Mnyuzi
1974,"04",Tanga,"02",Korogwe,"063",Mnyuzi,"04",Lusunga
1975,"04",Tanga,"02",Korogwe,"063",Mnyuzi,"05",Ngomeni
1976,"04",Tanga,"02",Korogwe,"063",Mnyuzi,"06",Shamba Kapori
1977,"04",Tanga,"02",Korogwe,"063",Mnyuzi,"07",Sisi kwa Sisi
1978,"04",Tanga,"02",Korogwe,"063",Mnyuzi,"08",Makinyumbi Station
1979,"04",Tanga,"02",Korogwe,"063",Mnyuzi,"09",Makinyumbi Miembeni
1980,"04",Tanga,"02",Korogwe,"063",Mnyuzi,"10",Hale Mjini
1981,"04",Tanga,"02",Korogwe,"071",Vugiri,"01",Mlalo
1982,"04",Tanga,"02",Korogwe,"071",Vugiri,"02",Bagamoyo
1983,"04",Tanga,"02",Korogwe,"071",Vugiri,"03",Makweli
1984,"04",Tanga,"02",Korogwe,"071",Vugiri,"04",Kieti
1985,"04",Tanga,"02",Korogwe,"071",Vugiri,"05",Vugiri
1986,"04",Tanga,"02",Korogwe,"071",Vugiri,"06",Kwamasimba
1987,"04",Tanga,"02",Korogwe,"071",Vugiri,"07",Old Ambangulu
1988,"04",Tanga,"02",Korogwe,"081",Dindira,"01",Kwefingo
1989,"04",Tanga,"02",Korogwe,"081",Dindira,"02",Msasa
1990,"04",Tanga,"02",Korogwe,"081",Dindira,"03",Manka
1991,"04",Tanga,"02",Korogwe,"081",Dindira,"04",Zege
1992,"04",Tanga,"02",Korogwe,"081",Dindira,"05",Kwakibomi
1993,"04",Tanga,"02",Korogwe,"081",Dindira,"06",Mgwashi
1994,"04",Tanga,"02",Korogwe,"091",Bungu,"01",Kwemshai
1995,"04",Tanga,"02",Korogwe,"091",Bungu,"02",Mlungui
1996,"04",Tanga,"02",Korogwe,"091",Bungu,"03",Bungu
1997,"04",Tanga,"02",Korogwe,"091",Bungu,"04",Mheza
1998,"04",Tanga,"02",Korogwe,"091",Bungu,"05",Vuje
1999,"04",Tanga,"02",Korogwe,"091",Bungu,"06",Bungu Msiga
2000,"04",Tanga,"02",Korogwe,"091",Bungu,"07",Shalaka
2001,"04",Tanga,"02",Korogwe,"091",Bungu,"08",Ngulu
2002,"04",Tanga,"02",Korogwe,"101",Lutindi,"01",Lutindi
2003,"04",Tanga,"02",Korogwe,"101",Lutindi,"02",Tamota
2004,"04",Tanga,"02",Korogwe,"101",Lutindi,"03",Mashindei
2005,"04",Tanga,"02",Korogwe,"101",Lutindi,"04",Lewa
2006,"04",Tanga,"02",Korogwe,"101",Lutindi,"05",Welei
2007,"04",Tanga,"02",Korogwe,"101",Lutindi,"06",Ngwasa
2008,"04",Tanga,"02",Korogwe,"101",Lutindi,"07",Masange
2009,"04",Tanga,"02",Korogwe,"111",Makuyuni,"01",Makuyuni
2010,"04",Tanga,"02",Korogwe,"111",Makuyuni,"02",Kwasunga Mpirani
2011,"04",Tanga,"02",Korogwe,"111",Makuyuni,"03",Kwasunga 'A'
2012,"04",Tanga,"02",Korogwe,"111",Makuyuni,"04",Magila-Gereza
2013,"04",Tanga,"02",Korogwe,"111",Makuyuni,"05",Nkalekwa
2014,"04",Tanga,"02",Korogwe,"111",Makuyuni,"06",Mgobe
2015,"04",Tanga,"02",Korogwe,"121",Chekelei,"01",Madala
2016,"04",Tanga,"02",Korogwe,"121",Chekelei,"02",Mbaghai
2017,"04",Tanga,"02",Korogwe,"121",Chekelei,"03",Kwa Mkole
2018,"04",Tanga,"02",Korogwe,"121",Chekelei,"04",Madumu
2019,"04",Tanga,"02",Korogwe,"121",Chekelei,"05",Chepete
2020,"04",Tanga,"02",Korogwe,"121",Chekelei,"06",Chekelei
2021,"04",Tanga,"02",Korogwe,"133",Mombo,"01",Jitengeni
2022,"04",Tanga,"02",Korogwe,"133",Mombo,"02",Mwisho wa Shamba
2023,"04",Tanga,"02",Korogwe,"133",Mombo,"03",Mlembule
2024,"04",Tanga,"02",Korogwe,"133",Mombo,"04",Mombo
2025,"04",Tanga,"02",Korogwe,"141",Mkalamo,"01",Toronto Mbugani
2026,"04",Tanga,"02",Korogwe,"141",Mkalamo,"02",Kwaisewa
2027,"04",Tanga,"02",Korogwe,"141",Mkalamo,"03",Mpasilasi
2028,"04",Tanga,"02",Korogwe,"141",Mkalamo,"04",Mkalamo
2029,"04",Tanga,"02",Korogwe,"141",Mkalamo,"05",Makayo
2030,"04",Tanga,"02",Korogwe,"153",Mazinde,"01",Goha
2031,"04",Tanga,"02",Korogwe,"153",Mazinde,"02",Magila
2032,"04",Tanga,"02",Korogwe,"153",Mazinde,"03",Kwenangu
2033,"04",Tanga,"02",Korogwe,"153",Mazinde,"04",Mazindengua
2034,"04",Tanga,"02",Korogwe,"153",Mazinde,"05",Kasiga
2035,"04",Tanga,"02",Korogwe,"153",Mazinde,"06",Mabogo
2036,"04",Tanga,"02",Korogwe,"153",Mazinde,"07",Mazinde-Muheza
2037,"04",Tanga,"02",Korogwe,"153",Mazinde,"08",Gemai
2038,"04",Tanga,"02",Korogwe,"153",Mazinde,"09",Mazinde Bagamoyo
2039,"04",Tanga,"02",Korogwe,"161",Mkomazi,"01",Bwiko
2040,"04",Tanga,"02",Korogwe,"161",Mkomazi,"02",Mkomazi
2041,"04",Tanga,"02",Korogwe,"161",Mkomazi,"03",Mangamtindiro
2042,"04",Tanga,"02",Korogwe,"161",Mkomazi,"04",Manga Mikocheni
2043,"04",Tanga,"02",Korogwe,"161",Mkomazi,"05",Nanyogie
2044,"04",Tanga,"02",Korogwe,"171",Kwashemshi,"01",Mgila
2045,"04",Tanga,"02",Korogwe,"171",Kwashemshi,"02",Kwashemshi
2046,"04",Tanga,"02",Korogwe,"171",Kwashemshi,"03",Kwamhanya
2047,"04",Tanga,"02",Korogwe,"171",Kwashemshi,"04",Magundi
2048,"04",Tanga,"02",Korogwe,"181",Mpale,"01",Kwemanolo
2049,"04",Tanga,"02",Korogwe,"181",Mpale,"02",Dindira
2050,"04",Tanga,"02",Korogwe,"181",Mpale,"03",Mpale
2051,"04",Tanga,"02",Korogwe,"181",Mpale,"04",Tewe
2052,"04",Tanga,"02",Korogwe,"191",Mswaha,"01",Mafuleta
2053,"04",Tanga,"02",Korogwe,"191",Mswaha,"02",Maurui Rutuba
2054,"04",Tanga,"02",Korogwe,"191",Mswaha,"03",Tabora
2055,"04",Tanga,"02",Korogwe,"191",Mswaha,"04",Mswaha Darajani
2056,"04",Tanga,"02",Korogwe,"191",Mswaha,"05",Mswaha Majengo
2057,"04",Tanga,"02",Korogwe,"191",Mswaha,"06",Mwenga
2058,"04",Tanga,"02",Korogwe,"191",Mswaha,"07",Gombalamu
2059,"04",Tanga,"02",Korogwe,"201",Magamba Kwalukonge,"01",Makole
2060,"04",Tanga,"02",Korogwe,"201",Magamba Kwalukonge,"02",Changalikwa
2061,"04",Tanga,"02",Korogwe,"201",Magamba Kwalukonge,"03",Magambakwelukonge
2062,"04",Tanga,"03",Muheza,"011",Misozwe,"01",Mkwajuni
2063,"04",Tanga,"03",Muheza,"011",Misozwe,"02",Misozwe
2064,"04",Tanga,"03",Muheza,"011",Misozwe,"03",Kwatango
2065,"04",Tanga,"03",Muheza,"011",Misozwe,"04",Mwarimba
2066,"04",Tanga,"03",Muheza,"011",Misozwe,"05",Kwedingoji
2067,"04",Tanga,"03",Muheza,"021",Pande Darajani,"01",Upare
2068,"04",Tanga,"03",Muheza,"021",Pande Darajani,"02",Darajani
2069,"04",Tanga,"03",Muheza,"031",Ngomeni,"01",Mkanyageni
2070,"04",Tanga,"03",Muheza,"031",Ngomeni,"02",Ngomeni
2071,"04",Tanga,"03",Muheza,"031",Ngomeni,"03",Kigongo Mawe
2072,"04",Tanga,"03",Muheza,"031",Ngomeni,"04",Umba
2073,"04",Tanga,"03",Muheza,"041",Kigombe,"01",Msakangoto
2074,"04",Tanga,"03",Muheza,"041",Kigombe,"02",Kigombe
2075,"04",Tanga,"03",Muheza,"053",Lusanga,"01",Kivindo
2076,"04",Tanga,"03",Muheza,"053",Lusanga,"02",Tanganyika
2077,"04",Tanga,"03",Muheza,"053",Lusanga,"03",Lusanga A
2078,"04",Tanga,"03",Muheza,"053",Lusanga,"04",Lusanga B
2079,"04",Tanga,"03",Muheza,"053",Lusanga,"05",Lusanga C
2080,"04",Tanga,"03",Muheza,"053",Lusanga,"06",Mamboleo
2081,"04",Tanga,"03",Muheza,"061",Kicheba,"01",Paramba
2082,"04",Tanga,"03",Muheza,"061",Kicheba,"02",Kwalubuye
2083,"04",Tanga,"03",Muheza,"061",Kicheba,"03",Kicheba A
2084,"04",Tanga,"03",Muheza,"061",Kicheba,"04",Kicheba B
2085,"04",Tanga,"03",Muheza,"071",Magoroto,"01",Gare
2086,"04",Tanga,"03",Muheza,"071",Magoroto,"02",Mwembeni
2087,"04",Tanga,"03",Muheza,"071",Magoroto,"03",Magula
2088,"04",Tanga,"03",Muheza,"071",Magoroto,"04",Mgambo
2089,"04",Tanga,"03",Muheza,"071",Magoroto,"05",Kwasimba
2090,"04",Tanga,"03",Muheza,"071",Magoroto,"06",Magambo
2091,"04",Tanga,"03",Muheza,"071",Magoroto,"07",Misufini
2092,"04",Tanga,"03",Muheza,"081",Magila,"01",Magila
2093,"04",Tanga,"03",Muheza,"081",Magila,"02",Mkwakwa Mafreta
2094,"04",Tanga,"03",Muheza,"081",Magila,"03",Misongeni
2095,"04",Tanga,"03",Muheza,"081",Magila,"04",Mikwamba
2096,"04",Tanga,"03",Muheza,"092",Mbaramo,"01",Kisiwani
2097,"04",Tanga,"03",Muheza,"092",Mbaramo,"01",Madaba
2098,"04",Tanga,"03",Muheza,"092",Mbaramo,"01",Mbaramo
2099,"04",Tanga,"03",Muheza,"092",Mbaramo,"01",Msangazi
2100,"04",Tanga,"03",Muheza,"092",Mbaramo,"01",Ubwari
2101,"04",Tanga,"03",Muheza,"102",Majengo,"01",Majengo Kati
2102,"04",Tanga,"03",Muheza,"102",Majengo,"01",Majengo Ndani
2103,"04",Tanga,"03",Muheza,"102",Majengo,"01",Majengo Nje
2104,"04",Tanga,"03",Muheza,"102",Majengo,"01",Mdote
2105,"04",Tanga,"03",Muheza,"102",Majengo,"01",Shaurimoyo
2106,"04",Tanga,"03",Muheza,"113",Masuguru,"01",Masuguru Shuleni
2107,"04",Tanga,"03",Muheza,"113",Masuguru,"01",Papa
2108,"04",Tanga,"03",Muheza,"113",Masuguru,"01",Ubena A
2109,"04",Tanga,"03",Muheza,"113",Masuguru,"02",Bonde
2110,"04",Tanga,"03",Muheza,"113",Masuguru,"02",Swahili
2111,"04",Tanga,"03",Muheza,"113",Masuguru,"02",Uhuru
2112,"04",Tanga,"03",Muheza,"121",Tingeni,"01",Tingeni
2113,"04",Tanga,"03",Muheza,"121",Tingeni,"02",Mkinga
2114,"04",Tanga,"03",Muheza,"131",Kilulu,"01",Enzi
2115,"04",Tanga,"03",Muheza,"131",Kilulu,"02",Kwemsala
2116,"04",Tanga,"03",Muheza,"131",Kilulu,"03",Semngano
2117,"04",Tanga,"03",Muheza,"131",Kilulu,"04",Kilulu
2118,"04",Tanga,"03",Muheza,"131",Kilulu,"05",Kibanda
2119,"04",Tanga,"03",Muheza,"131",Kilulu,"06",Kwakope
2120,"04",Tanga,"03",Muheza,"131",Kilulu,"07",Kwamdakeo
2121,"04",Tanga,"03",Muheza,"141",Mkuzi,"01",Mindu
2122,"04",Tanga,"03",Muheza,"141",Mkuzi,"02",Lunguza
2123,"04",Tanga,"03",Muheza,"141",Mkuzi,"03",Mafere
2124,"04",Tanga,"03",Muheza,"141",Mkuzi,"04",Mkuzi
2125,"04",Tanga,"03",Muheza,"151",Mtindiro,"01",Kibaoni
2126,"04",Tanga,"03",Muheza,"151",Mtindiro,"02",Maduma
2127,"04",Tanga,"03",Muheza,"151",Mtindiro,"03",Kwabada
2128,"04",Tanga,"03",Muheza,"151",Mtindiro,"04",Kwabota
2129,"04",Tanga,"03",Muheza,"151",Mtindiro,"05",Mtindiro
2130,"04",Tanga,"03",Muheza,"161",Kwafungo,"01",Makole
2131,"04",Tanga,"03",Muheza,"161",Kwafungo,"02",Bagamoyo
2132,"04",Tanga,"03",Muheza,"161",Kwafungo,"03",Kwafungo Mijohoroni
2133,"04",Tanga,"03",Muheza,"161",Kwafungo,"04",Mbambara
2134,"04",Tanga,"03",Muheza,"161",Kwafungo,"05",Mandera
2135,"04",Tanga,"03",Muheza,"161",Kwafungo,"06",Songa Kibaoni
2136,"04",Tanga,"03",Muheza,"161",Kwafungo,"07",Pangamlima
2137,"04",Tanga,"03",Muheza,"171",Songa,"01",Songa Batini
2138,"04",Tanga,"03",Muheza,"171",Songa,"02",Mkulumilo
2139,"04",Tanga,"03",Muheza,"171",Songa,"03",Kilongo
2140,"04",Tanga,"03",Muheza,"171",Songa,"04",Kitopeni
2141,"04",Tanga,"03",Muheza,"171",Songa,"05",Kwakibuyu
2142,"04",Tanga,"03",Muheza,"171",Songa,"06",Kwamianga
2143,"04",Tanga,"03",Muheza,"181",Bwembwera,"01",Msowelo
2144,"04",Tanga,"03",Muheza,"181",Bwembwera,"02",Bwembwera
2145,"04",Tanga,"03",Muheza,"181",Bwembwera,"03",Mamboleo
2146,"04",Tanga,"03",Muheza,"181",Bwembwera,"04",Mianga
2147,"04",Tanga,"03",Muheza,"191",Potwe,"01",Ndondondo
2148,"04",Tanga,"03",Muheza,"191",Potwe,"02",Kimbo
2149,"04",Tanga,"03",Muheza,"191",Potwe,"03",Zeneti
2150,"04",Tanga,"03",Muheza,"191",Potwe,"04",Mpirani
2151,"04",Tanga,"03",Muheza,"201",Nkumba,"01",Kisiwani Kisiwani
2152,"04",Tanga,"03",Muheza,"201",Nkumba,"02",Mamboleo
2153,"04",Tanga,"03",Muheza,"201",Nkumba,"03",Masimbani
2154,"04",Tanga,"03",Muheza,"201",Nkumba,"04",Kwemhose
2155,"04",Tanga,"03",Muheza,"201",Nkumba,"05",Ubembe
2156,"04",Tanga,"03",Muheza,"201",Nkumba,"06",Kibanda Nkumba
2157,"04",Tanga,"03",Muheza,"211",Kisiwani,"01",Kwemdimu
2158,"04",Tanga,"03",Muheza,"211",Kisiwani,"02",Mashewa
2159,"04",Tanga,"03",Muheza,"211",Kisiwani,"03",Msasa IBC
2160,"04",Tanga,"03",Muheza,"211",Kisiwani,"04",Kisiwani
2161,"04",Tanga,"03",Muheza,"211",Kisiwani,"05",Mashewa
2162,"04",Tanga,"03",Muheza,"221",Misalai,"01",Misalai
2163,"04",Tanga,"03",Muheza,"221",Misalai,"02",Shambangeda
2164,"04",Tanga,"03",Muheza,"221",Misalai,"03",Kazita
2165,"04",Tanga,"03",Muheza,"221",Misalai,"04",Kwemsoso
2166,"04",Tanga,"03",Muheza,"221",Misalai,"05",Mgambo/Miembeni
2167,"04",Tanga,"03",Muheza,"231",Zirai,"01",Zirai
2168,"04",Tanga,"03",Muheza,"231",Zirai,"02",Kambai
2169,"04",Tanga,"03",Muheza,"231",Zirai,"03",Kwezitu
2170,"04",Tanga,"03",Muheza,"231",Zirai,"04",Kizerui
2171,"04",Tanga,"03",Muheza,"241",Mbomole,"01",Sakale
2172,"04",Tanga,"03",Muheza,"241",Mbomole,"02",Maramba A
2173,"04",Tanga,"03",Muheza,"241",Mbomole,"03",Mbomole
2174,"04",Tanga,"03",Muheza,"241",Mbomole,"04",Kwemwewe
2175,"04",Tanga,"03",Muheza,"251",Amani,"01",Mlesa
2176,"04",Tanga,"03",Muheza,"251",Amani,"02",Mikwinini
2177,"04",Tanga,"03",Muheza,"251",Amani,"03",Magoda
2178,"04",Tanga,"03",Muheza,"251",Amani,"04",Shebomeza
2179,"04",Tanga,"03",Muheza,"261",Tongwe,"01",Kiwanda
2180,"04",Tanga,"03",Muheza,"261",Tongwe,"02",Masimba
2181,"04",Tanga,"03",Muheza,"261",Tongwe,"03",Kwaisaka
2182,"04",Tanga,"03",Muheza,"261",Tongwe,"04",Tongwe
2183,"04",Tanga,"03",Muheza,"261",Tongwe,"05",Mangubu
2184,"04",Tanga,"03",Muheza,"261",Tongwe,"06",Bombani
2185,"04",Tanga,"03",Muheza,"271",Mhamba,"01",Mto wa Mbuzi
2186,"04",Tanga,"03",Muheza,"271",Mhamba,"02",Bwitini
2187,"04",Tanga,"03",Muheza,"271",Mhamba,"03",Mhamba
2188,"04",Tanga,"03",Muheza,"281",Kwakifua,"01",Ngarani
2189,"04",Tanga,"03",Muheza,"281",Kwakifua,"02",Mpakani
2190,"04",Tanga,"03",Muheza,"281",Kwakifua,"03",Kwakifua
2191,"04",Tanga,"03",Muheza,"291",Kwemkabala,"01",Masimbani
2192,"04",Tanga,"03",Muheza,"301",Genge,"01",Genge
2193,"04",Tanga,"03",Muheza,"311",Tanganyika,"01",Tanganyika
2194,"04",Tanga,"03",Muheza,"321",Mpapayu,"01",Kwamnyefu
2195,"04",Tanga,"03",Muheza,"321",Mpapayu,"02",Mgome
2196,"04",Tanga,"03",Muheza,"321",Mpapayu,"03",Magoda
2197,"04",Tanga,"03",Muheza,"321",Mpapayu,"04",Mpapayu
2198,"04",Tanga,"03",Muheza,"331",Mlingano,"01",Kibaoni
2199,"04",Tanga,"03",Muheza,"331",Mlingano,"02",Muungano
2200,"04",Tanga,"03",Muheza,"331",Mlingano,"03",Mlingano
2201,"04",Tanga,"04",Tanga,"012",Central,"01",Raskazone
2202,"04",Tanga,"04",Tanga,"012",Central,"02",Amboni
2203,"04",Tanga,"04",Tanga,"012",Central,"03",Bombo
2204,"04",Tanga,"04",Tanga,"012",Central,"04",Darajani
2205,"04",Tanga,"04",Tanga,"012",Central,"05",Sakarani
2206,"04",Tanga,"04",Tanga,"012",Central,"06",New Hotel
2207,"04",Tanga,"04",Tanga,"012",Central,"07",Central
2208,"04",Tanga,"04",Tanga,"012",Central,"08",Posta
2209,"04",Tanga,"04",Tanga,"012",Central,"09",Railway
2210,"04",Tanga,"04",Tanga,"012",Central,"10",Halmashauri ya Jiji
2211,"04",Tanga,"04",Tanga,"012",Central,"11",Kijiji cha miaka 21
2212,"04",Tanga,"04",Tanga,"022",Majengo,"01",Chuda Kota
2213,"04",Tanga,"04",Tanga,"022",Majengo,"02",Chuda Youth
2214,"04",Tanga,"04",Tanga,"022",Majengo,"03",Chuda Reli
2215,"04",Tanga,"04",Tanga,"022",Majengo,"04",Masiwani
2216,"04",Tanga,"04",Tanga,"022",Majengo,"05",Tawakal
2217,"04",Tanga,"04",Tanga,"022",Majengo,"06",Anisa
2218,"04",Tanga,"04",Tanga,"022",Majengo,"07",Fadhira
2219,"04",Tanga,"04",Tanga,"022",Majengo,"08",Kanisani
2220,"04",Tanga,"04",Tanga,"022",Majengo,"09",Tangulia
2221,"04",Tanga,"04",Tanga,"022",Majengo,"10",Umba
2222,"04",Tanga,"04",Tanga,"022",Majengo,"11",Tembo Bar
2223,"04",Tanga,"04",Tanga,"032",Nguvumali,"01",Majani Mapana B
2224,"04",Tanga,"04",Tanga,"032",Nguvumali,"01",Majani Mapana C
2225,"04",Tanga,"04",Tanga,"032",Nguvumali,"02",Majani Mapana C
2226,"04",Tanga,"04",Tanga,"032",Nguvumali,"03",Nguvumali B
2227,"04",Tanga,"04",Tanga,"032",Nguvumali,"04",Old Nguvumali
2228,"04",Tanga,"04",Tanga,"032",Nguvumali,"05",Kagera
2229,"04",Tanga,"04",Tanga,"032",Nguvumali,"05",Nguvumali A
2230,"04",Tanga,"04",Tanga,"032",Nguvumali,"06",Gofu A
2231,"04",Tanga,"04",Tanga,"032",Nguvumali,"06",Kagera
2232,"04",Tanga,"04",Tanga,"032",Nguvumali,"07",Gofu A
2233,"04",Tanga,"04",Tanga,"032",Nguvumali,"07",Gofu C
2234,"04",Tanga,"04",Tanga,"032",Nguvumali,"08",Gofu B
2235,"04",Tanga,"04",Tanga,"032",Nguvumali,"08",Gofu C
2236,"04",Tanga,"04",Tanga,"032",Nguvumali,"09",Gofu B
2237,"04",Tanga,"04",Tanga,"032",Nguvumali,"09",Majani Mapana A
2238,"04",Tanga,"04",Tanga,"032",Nguvumali,"10",Majani Mapana A
2239,"04",Tanga,"04",Tanga,"042",Chumbageni,"01",Kwaminchi
2240,"04",Tanga,"04",Tanga,"042",Chumbageni,"02",Chumvini
2241,"04",Tanga,"04",Tanga,"042",Chumbageni,"02",Ikulu
2242,"04",Tanga,"04",Tanga,"042",Chumbageni,"03",Chumvini
2243,"04",Tanga,"04",Tanga,"042",Chumbageni,"03",Kisosora Kaskazini
2244,"04",Tanga,"04",Tanga,"042",Chumbageni,"04",Kisosora Kaskazini
2245,"04",Tanga,"04",Tanga,"042",Chumbageni,"04",Kisosora Kusini
